Condition,Finished,Q1_C1,Q2_C1,Q3_C1,Q4_C1,Q5_C1,Q6_C1,Q7_C1_v1,Q7_C1_v2,Q1_C2,Q2_C2,Q3_C2,Q4_C2,Q5_C2,Q6_C2,Q7_C2_v1,Q7_C2_v2,Q8,Q9,Q10,PowerC1,PowerC2,BiasC1,BiasC2,Q3,Q4,Q5,Q6,Power,Bias,PowMen
2,1,,NA,NA,NA,NA,NA,NA,NA,"As a general hurestic, I prefer having at least 30 participants per cell (standard central limit theorom). If they have less, there needs to be a sufficent justification for why (i.e., expensive method like fMRI or it being a special sample like children with Autism).",3,0.05,0.8,0.5,30,NA,1,10,8,2,NA,0.477896521,NA,-0.322103479,0.05,0.8,0.5,30,0.477896521,-0.322103479,0
2,1,,NA,NA,NA,NA,NA,NA,NA,I typically run a power analysis in GPower 3.1 to determine power.,4,0.05,0.8,0.5,20,3,NA,1,7,3,NA,0.337939029,NA,-0.462060971,0.05,0.8,0.5,20,0.337939029,-0.462060971,0
1,1,"Rule of thumb, 50 in each cell.",4,0.05,0.7,0.05,50,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,5,1,0.057049828,NA,-0.642950172,NA,0.05,0.7,0.05,50,0.057049828,-0.642950172,0
1,1,Rules of thumb and a priori power analysis,4,0.1,0.8,0.2,30,NA,1,,NA,NA,NA,NA,NA,NA,NA,6,7,3,0.197591946,NA,-0.602408054,NA,0.1,0.8,0.2,30,0.197591946,-0.602408054,1
2,1,,NA,NA,NA,NA,NA,NA,NA,ignore,4,0,0,0,0,NA,4,10,1,6,NA,NA,NA,NA,0,0,0,0,NA,NA,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"If the experimenters use parametric analyses, I usually compare the sample size to one around n = 30 participants. Another way would be to look at previous literature investigating the same or highly similar effect to see how many participants were needed to find an effect. If it is a large effect, then a smaller sample size may be needed.",3,0.05,0.8,0.5,30,3,NA,2,6,2,NA,0.477896521,NA,-0.322103479,0.05,0.8,0.5,30,0.477896521,-0.322103479,0
1,1,"I aim for at least 30 in each cell (or more based on expected effect size/ power) and then go until we run out of participants, money, or time. ",3,0.05,0.8,0.2,30,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,6,2,0.118679436,NA,-0.681320564,NA,0.05,0.8,0.2,30,0.118679436,-0.681320564,1
1,1,Rule of thumb of N is minimally 20 per predictor.,3,0.05,0.8,0.6,20,4,NA,,NA,NA,NA,NA,NA,NA,NA,3,4,2,0.456034069,NA,-0.343965931,NA,0.05,0.8,0.6,20,0.456034069,-0.343965931,0
1,1,"I usually try to get an idea of the effect size based on previous similar studies. I also try to get a sense of sufficient sample size by doing power computations, to establish a sufficient number of participants. However, practical issues (availability of money, time, participants) also determine the sample size, so that data collection might not yield the desired number of participants.",4,0.05,0.7,0.25,35,NA,3,,NA,NA,NA,NA,NA,NA,NA,10,7,2,0.177869767,NA,-0.522130233,NA,0.05,0.7,0.25,35,0.177869767,-0.522130233,1
1,1,By doing a power calculation,3,0.05,0.5,0.7,20,NA,1,,NA,NA,NA,NA,NA,NA,NA,10,5,3,0.578290431,NA,0.078290431,NA,0.05,0.5,0.7,20,0.578290431,0.078290431,1
2,1,,NA,NA,NA,NA,NA,NA,NA,Taking into account previous research on the topic and its sample.   / Considering selection process and exclusions criteria. / Looking at effect size.,3,0.05,0.8,0.2,30,NA,3,10,8,3,NA,0.118679436,NA,-0.681320564,0.05,0.8,0.2,30,0.118679436,-0.681320564,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,3,0.05,0.8,0.5,40,NA,1,1,7,6,NA,0.598146901,NA,-0.201853099,0.05,0.8,0.5,40,0.598146901,-0.201853099,0
1,1,"Although I was taught to somewhat ""wing it"" and, for example, run participants for an entire semester, or pick an arbitrary target number, in the past few years I have been basing sample size decisions on a priori power analyses.",4,0.05,0.8,0.5,75,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,7,3,0.860367513,NA,0.060367513,NA,0.05,0.8,0.5,75,0.860367513,0.060367513,1
1,1,Power analysis based on expected statistical approach and effect size. /  / **The next question forces me to respond without enough information. I chose a response below at random.,4,0.05,0.8,0.2,30,3,NA,,NA,NA,NA,NA,NA,NA,NA,6,7,1,0.118679436,NA,-0.681320564,NA,0.05,0.8,0.2,30,0.118679436,-0.681320564,1
1,1,"General rules of thumb, which typically overestimate the power necessary for my analyses (e.g., 30-40 per cell when using t-tests or ANOVAs)",4,0.1,0.8,0.5,30,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,5,3,0.606211397,NA,-0.193788603,NA,0.1,0.8,0.5,30,0.606211397,-0.193788603,0
1,1,"For visual perception studies, I base it on my own observation of the stimuli.  If it feels like a really strong illusion / effect, then maybe 8 or 12 subjects.  If it's weak, maybe 20-24 to make sure.",1,0.1,0.3,0.2,10,NA,3,,NA,NA,NA,NA,NA,NA,NA,2,3,2,0.131288791,NA,-0.168711209,NA,0.1,0.3,0.2,10,0.131288791,-0.168711209,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"Depending on the type of study: experimental, survey in the field; cross-sectional or longitudinal or even diary study... makes a lot of difference in order to make an estimate of the power..",3,0.05,0.65,0.5,20,3,NA,6,7,4,NA,0.337939029,NA,-0.312060971,0.05,0.65,0.5,20,0.337939029,-0.312060971,0
1,1,Past research as a guideline. Pick a round number. Get as close as possible.,3,0.05,0.8,0.3,20,NA,1,,NA,NA,NA,NA,NA,NA,NA,8,8,4,0.15226828,NA,-0.64773172,NA,0.05,0.8,0.3,20,0.15226828,-0.64773172,0
1,1,,4,0.05,0.8,0.2,20,NA,3,,NA,NA,NA,NA,NA,NA,NA,1,9,5,0.094567328,NA,-0.705432672,NA,0.05,0.8,0.2,20,0.094567328,-0.705432672,0
2,1,,NA,NA,NA,NA,NA,NA,NA,Based on power analyses or comparability to prior work in the area.,3,0.05,0.8,0.5,30,3,NA,5,7,5,NA,0.477896521,NA,-0.322103479,0.05,0.8,0.5,30,0.477896521,-0.322103479,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,4,0.05,0.8,0.2,100,3,NA,9,9,4,NA,0.290645872,NA,-0.509354128,0.05,0.8,0.2,100,0.290645872,-0.509354128,0
1,1,Either by using a computer program to ascertain the size needed for appropriate power or by consulting prior research studies in the domain.,4,0.05,0.8,0.2,40,NA,3,,NA,NA,NA,NA,NA,NA,NA,2,5,6,0.143080304,NA,-0.656919696,NA,0.05,0.8,0.2,40,0.143080304,-0.656919696,1
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,"Neither. An appropriate power analysis is required to justify sample size. If sufficient power is given, I would prefer one replication. ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,"by ""feel"" -- I have no rigorous way with which to do so.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,previous work in the area,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,By bencmarking with the best studies in the field,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,Based on the number of experimental conditions and/or based on previous studies in my field,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,power,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,Given an assumed effect size we try to achieve a power of about .80,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,0,by what is available and they type of study/design,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,1,,3,0.05,0.8,0.4,100,NA,3,,NA,NA,NA,NA,NA,NA,NA,3,10,4,0.803647504,NA,0.003647504,NA,0.05,0.8,0.4,100,0.803647504,0.003647504,0
1,0,Extimates based on prior research,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"The between subjects design includes how many conditions, 2? ",3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"power and logistics (i.e., feasibility).",4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,0,Based on the complexity of the design and planned statistical methods,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,On the basis of the research design and of the type of effect I'm going to test/study.,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"Power analysis on occasion, more often I know it is big enough given data collection opportunities.",3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,0,,NA,NA,NA,NA,NA,NA,NA,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,"Coming from the social sciences I first evaluate sampling design (i.e. probability sampling, etc); sample size is secondary to that. I generally do not review small sample size studies, especially not when non-probability designs, i.e. I reject invitations to review them.",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,"Until recently, I don't think I thought much about this--and usually it's not much of an issue in papers I end up reviewing. But on average, I'm mostly concerned about basing conclusions on small samples, especially when a paper does not attempt to replicate a finding across experiments. Very large samples with small effects are also suspicious, especially if sample size fluctuate across experiments (i.e., could be a sign of p-hacking). But I don't think that's come up in a paper I've reviewed.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,power analyses ,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,0,,NA,NA,NA,NA,NA,NA,NA,"As a rule of thumb, in an experiment, I prefer a minimum of 25 subjects per cell. In many experiments, however, the number of participants per cell is much lower.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,guided by the sample available in the field or try to do some power analysis,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"The sampling technique should be more important than the size.  The more the size, the better the result is. ",1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,Power considerations,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"mainly power analysis, but also practical constraints",2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"Since I carry out reseach in work organizations, I usually try to involve all the workers of the focused organization",4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,estimate power,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,0,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"We have a lab that we use. Typically about 100-250 people sign up for each lab session, and I do not know in advance how many people will participate. I run studies in one and one only session. I never stop studies (unless there is an error in its operationalization) and never double up on sessions. ",3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,"For investigations of existing data-sets, I look for a clear and compelling explanation of the inclusion criteria that were used to arrive at the final sample size. For novel studies, I look for an compelling explanation of why this sample size was recruited. Because effect sizes in my field are generally fairly small (rs < .20), I favor large sample studies.",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,On the basis of previous Monte Carlo simulation or a specific power calculation. / I doubt whether any of the designs below have adquate power.,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,rule of thumb = 20 to 30 participants per cell,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,In most cases I aim for about 40 people per condition,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,Good,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,At least 20 per cell,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,absolute sample size,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,Minimum sample needed is determined by referring to Cohen (1988) Statistical Power Tables. ,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,0,,NA,NA,NA,NA,NA,NA,NA,If the results are not expected by chance I do not think the sample size matters except for issues of / reasonable aspects of random assignment and in relation to the conclusions the authors draw.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,A combination of power calculations and the results and methods of previous research.,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,0,"depends on effect size and reliability of the measure; for studies involving unknown effect sizes, I typically run a first with 100-120 participants and then use the results of this study to plan the sample size of follow-up studies",4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,"We usually start with a power analysis, or a comparison with past studies. ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"I usually try to get as many respondents as possible (usually college students) /  / (I do not understand the following question, but there is no way for me to say so)",4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,"By considering a combination of a number of factors, including the numbers of trials per condition, methods used, populations studied, design employed (between/within), data loss, etc.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"The ""masquerade"" is powr analysis, but as my work is not experimental and does not only rely on a single question or a single predictor or outcome, I think this is all just silly. ",4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,by the breaks in the semester. I collect data as much data as I can until the semester ends and if it doesn't meet a minimum I continue to the next semester. ,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,"Quality of sample size is contingent upon the unique samples examined. In vulnerable patients thus as those with advanced cancer who I study, quality size is smaller than among the general population.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
